SeuqenceID,Lineage,Sublineage ,Type,LBI_value
TB-111-23855-18F_S227,Lineage4,haarlem,Non-MDR,0.0064926
TB-111-14471-18_S112,Lineage4,haarlem,Non-MDR,0.004499267
TB-MoldovaSeq-DNA0308-3565_S311,Lineage4,haarlem,Non-MDR,0.004567925
TB-222-1204-19_S94,Lineage4,haarlem,Non-MDR,0.007642056
TB-333-4095-19_S73,Lineage4,haarlem,Non-MDR,0.006382605
TB-444-5320-18_S21,Lineage4,haarlem,Non-MDR,0.003460445
TB-222-4740-19_S253,Lineage4,haarlem,Non-MDR,0.003416781
TB-222-3094-19_S186,Lineage4,haarlem,Non-MDR,0.004400309
TB-111-13485-18_S172,Lineage4,haarlem,Non-MDR,0.005155722
TB-111-2-19-18-138_S145,Lineage4,haarlem,Non-MDR,0.00565158
TB-444-4737-19_S52,Lineage4,haarlem,Non-MDR,0.004352878
TB-MoldovaSeq-DNA062-1138_S62,Lineage4,haarlem,Non-MDR,0.004042085
TB-MoldovaSeq-DNA122-1496_S123,Lineage4,haarlem,Non-MDR,0.004192755
TB-111-13893-18_S87,Lineage4,haarlem,Non-MDR,0.004715129
TB-444-3876-18_S109,Lineage4,OtherLin4,MDR,0.001563259
TB-444-2950-18_S211,Lineage4,OtherLin4,Non-MDR,0.001712812
TB-MoldovaSeq-DNA138-1156_S139,Lineage4,OtherLin4,Non-MDR,0.001647859
TB-111-9955-18_S145,Lineage4,OtherLin4,Non-MDR,0.001380179
TB-111-16119-18-138_S12,Lineage4,OtherLin4,Non-MDR,0.001500722
TB-222-1059-18_S65,Lineage4,OtherLin4,Non-MDR,0.001948137
TB-333-1095-19_S10,Lineage4,OtherLin4,Non-MDR,0.001746035
TB-333-462-19_S83,Lineage4,OtherLin4,Non-MDR,0.001744691
TB-111-1095-18_S37,Lineage4,OtherLin4,Non-MDR,0.001897952
TB-333-460-19_S93,Lineage4,OtherLin4,Non-MDR,0.001897952
TB-111-13492-18_S78,Lineage4,lam11,Non-MDR,0.001616197
TB-111-14056-18_S88,Lineage4,lam11,MDR,0.001658703
TB-111-12692-18_S141,Lineage4,lam11,Non-MDR,0.001721023
TB-111-15791-19_S81,Lineage4,lam11,Non-MDR,0.002324685
TB-333-2475-19_S36,Lineage4,lam11,Non-MDR,0.002123355
TB-111-17648-18_S48,Lineage4,lam11,Non-MDR,0.00250472
TB-111-22470-18F-138_S141,Lineage4,lam11,Non-MDR,0.005621635
TB-DNA0376_S233,Lineage4,lam11,Non-MDR,0.005617177
TB-111-11251-18_S19,Lineage4,lam11,Non-MDR,0.006061547
TB-111-7963-18_S94,Lineage4,lam11,Non-MDR,0.006061547
TB-111-7871-18_S11,Lineage4,lam11,Non-MDR,0.005745202
TB-444-3038-18_S213,Lineage4,lam11,Non-MDR,0.006060465
TB-MoldovaSeq-DNA094-596_S94,Lineage4,lam11,Non-MDR,0.006179842
TB-444-2441-19_S8,Lineage4,lam11,Non-MDR,0.005833632
TB-444-3733-18_S200,Lineage4,lam11,Non-MDR,0.006178481
TB-MoldovaSeq-DNA150-1287_S151,Lineage4,lam11,Non-MDR,0.005834089
TB-111-12543-18_S72,Lineage4,lam11,Non-MDR,0.005511197
TB-444-4618-18_S122,Lineage4,lam11,Non-MDR,0.005722528
TB-444-6287-18_S61,Lineage4,lam11,Non-MDR,0.005672692
TB-111-8372-18_S55,Lineage4,lam11,Non-MDR,0.006044596
TB-333-3288-19_S56,Lineage4,lam11,Non-MDR,0.006666211
TB-111-23511-18F-138_S138,Lineage4,lam11,Non-MDR,0.006020985
TB-333-2494-19_S4,Lineage4,lam11,Non-MDR,0.005907725
TB-111-18651-19_S19,Lineage4,lam11,Non-MDR,0.006021446
TB-111-1310-18_S263,Lineage4,lam11,Non-MDR,0.005688362
TB-111-20718-18_S18,Lineage4,lam11,Non-MDR,0.006024452
TB-111-6592-19_S105,Lineage4,lam11,Non-MDR,0.005986891
TB-333-1392-19_S39,Lineage4,lam11,Non-MDR,0.006099772
TB-111-8532-19_S112,Lineage4,lam11,Non-MDR,0.006031234
TB-111-8553-19-138_S86,Lineage4,lam11,Non-MDR,0.005806878
TB-222-2397-18-138_S42,Lineage4,lam11,Non-MDR,0.005442466
TB-111-15138-19_S24,Lineage4,lam11,Non-MDR,0.005849793
TB-111-5271-18_S91,Lineage4,lam11,Non-MDR,0.005832481
TB-444-6642-18_S175,Lineage4,lam11,Non-MDR,0.00655041
TB-111-15614-18-138_S120,Lineage4,lam11,Non-MDR,0.005956018
TB-MoldovaSeq-DNA143-1251_S144,Lineage4,lam11,Non-MDR,0.006417114
TB-111-3075-19-138_S97,Lineage4,lam11,Non-MDR,0.006093878
TB-111-20629-18_S43,Lineage4,lam11,Non-MDR,0.006451811
TB-111-18419-18_S104,Lineage4,lam11,Non-MDR,0.006093846
TB-111-16603-18_S112,Lineage4,lam11,Non-MDR,0.005994857
TB-333-967-19_S38,Lineage4,lam11,Non-MDR,0.005665214
TB-444-6715-18_S129,Lineage4,lam11,Non-MDR,0.005749717
TB-MoldovaSeq-DNA0295-1229_S298,Lineage4,lam11,Non-MDR,0.006084455
TB-222-4062-18_S182,Lineage4,lam11,Non-MDR,0.005746279
TB-222-7341-18_S114,Lineage4,lam11,Non-MDR,0.006195126
TB-111-12411-18_S82,Lineage4,lam11,Non-MDR,0.006417074
TB-111-16049-18-138_S36,Lineage4,lam11,Non-MDR,0.00551297
TB-222-6565-19_S218,Lineage4,lam9,MDR,0.001830138
TB-444-2061-19_S4,Lineage4,lam9,Non-MDR,0.001918625
TB-111-17288-18_S58,Lineage4,lam9,Non-MDR,0.00291166
TB-111-767-18-138_S170,Lineage4,lam9,Non-MDR,0.003607676
TB-333-635-19_S12,Lineage4,lam9,Non-MDR,0.002969032
TB-444-2285-18_S199,Lineage4,lam9,Non-MDR,0.002804766
TB-333-392-19_S27,Lineage4,lam9,Non-MDR,0.002969712
TB-111-7280-18_S9,Lineage4,lam9,Non-MDR,0.006073816
TB-MoldovaSeq-DNA114-1155_S115,Lineage4,lam9,Non-MDR,0.006073816
TB-MoldovaSeq-DNA0248-3413_S58,Lineage4,lam9,Non-MDR,0.007168244
TB-111-23182-18F-138_S140,Lineage4,lam9,Non-MDR,0.013470921
TB-111-16541-18_S145,Lineage4,lam9,Non-MDR,0.012837461
TB-111-440-19_S178,Lineage4,lam9,Non-MDR,0.016477863
TB-222-5017-19_S265,Lineage4,lam9,Non-MDR,0.016235686
TB-DNA0341_S198,Lineage4,lam9,Non-MDR,0.016620113
TB-111-11096-18_S157,Lineage4,lam9,Non-MDR,0.015989241
TB-111-17928-19_S69,Lineage4,lam9,Non-MDR,0.015989241
TB-111-7760-18_S175,Lineage4,lam9,Non-MDR,0.013817755
TB-MoldovaSeq-DNA0247-3672_S57,Lineage4,lam9,Non-MDR,0.01356547
TB-111-5118-18_S95,Lineage4,lam9,Non-MDR,0.01381999
TB-111-1255-18-138_S158,Lineage4,lam9,Non-MDR,0.013817755
TB-111-19005-18-138_S22,Lineage4,lam9,Non-MDR,0.01304762
TB-111-4708-19-138_S73,Lineage4,lam9,Non-MDR,0.019113453
TB-MoldovaSeq-DNA0311-3612_S314,Lineage4,lam9,Non-MDR,0.01496978
TB-111-17767-18_S151,Lineage4,lam9,Non-MDR,0.014879003
TB-333-2318-19_S86,Lineage4,lam9,Non-MDR,0.015505002
TB-111-13892-18_S86,Lineage4,lam9,Non-MDR,0.016566691
TB-111-15090-18_S77,Lineage4,lam9,Non-MDR,0.017558697
TB-222-6576-19_S259,Lineage4,lam9,Non-MDR,0.013001871
TB-222-6578-19_S240,Lineage4,lam9,Non-MDR,0.013001871
TB-111-4676-19_S25,Lineage4,lam9,Non-MDR,0.015400654
TB-111-17320-19_S11,Lineage4,lam9,Non-MDR,0.015104107
TB-444-3514-18_S33,Lineage4,lam9,Non-MDR,0.01828061
TB-222-3064-19-138_S10,Lineage4,lam9,Non-MDR,0.016416489
TB-MoldovaSeq-DNA035-241_S35,Lineage4,lam9,Non-MDR,0.017066249
TB-111-458-19_S95,Lineage4,lam9,Non-MDR,0.017494557
TB-MoldovaSeq-DNA0322-5563_S325,Lineage4,lam9,Non-MDR,0.017494557
TB-111-494-19_S218,Lineage4,lam9,Non-MDR,0.015536785
TB-111-12518-19_S238,Lineage4,lam9,Non-MDR,0.013396425
TB-111-19658-18-138_S28,Lineage4,lam9,Non-MDR,0.014217444
TB-111-290-19_S236,Lineage4,lam9,Non-MDR,0.0188784
TB-111-16399-18_S174,Lineage4,lam9,Non-MDR,0.011131725
TB-222-5912-19_S236,Lineage4,lam9,Non-MDR,0.011336001
TB-111-12335-18_S118,Lineage4,lam9,Non-MDR,0.014193348
TB-MoldovaSeq-DNA0324-5781_S327,Lineage4,lam9,Non-MDR,0.016478161
TB-111-9912-19_S110,Lineage4,lam9,Non-MDR,0.017523918
TB-111-2548-19_S174,Lineage4,lam9,MDR,0.016935225
TB-MoldovaSeq-DNA109-173_S110,Lineage4,lam9,MDR,0.01974427
TB-MoldovaSeq-DNA097-213_S98,Lineage4,lam9,MDR,0.018981295
TB-MoldovaSeq-DNA0261-3430_S71,Lineage4,lam9,MDR,0.018996538
TB-111-14749-18_S186,Lineage4,lam9,MDR,0.02011789
TB-222-1734-18-138_S14,Lineage4,lam9,MDR,0.019729721
TB-111-18023-19_S1,Lineage4,lam9,MDR,0.019729743
TB-333-2151-19_S90,Lineage4,lam9,MDR,0.017261575
TB-333-489-19_S46,Lineage4,lam9,MDR,0.019358589
TB-333-3793-19_S143,Lineage4,lam9,Non-MDR,0.016089907
TB-DNA0352_S209,Lineage4,lam9,Non-MDR,0.018053476
TB-MoldovaSeq-DNA014-382_S14,Lineage4,lam9,MDR,0.017187252
TB-111-20511-19_S165,Lineage4,lam9,MDR,0.01686535
TB-111-16958-18_S94,Lineage4,lam9,MDR,0.016169132
TB-111-2108-18_S3,Lineage4,lam9,MDR,0.016169132
TB-111-7998-18_S23,Lineage4,lam9,Non-MDR,0.016537482
TB-111-14895-18_S185,Lineage4,lam9,MDR,0.0163149
TB-222-5619-18_S62,Lineage4,lam9,Non-MDR,0.017261953
TB-111-15381-19_S108,Lineage4,lam9,Non-MDR,0.015981893
TB-444-5488-18_S35,Lineage4,lam9,MDR,0.016786914
TB-111-21451-19_S139,Lineage4,lam9,Non-MDR,0.018912158
TB-222-3334-19_S183,Lineage4,lam9,Non-MDR,0.015988716
TB-111-17394-19_S277,Lineage4,lam9,Non-MDR,0.01629224
TB-111-1697-19_S130,Lineage4,lam9,Non-MDR,0.017005886
TB-111-19157-18_S105,Lineage4,lam9,Non-MDR,0.017257727
TB-111-3252-19_S11,Lineage4,lam9,Non-MDR,0.017313355
TB-111-15543-19_S126,Lineage4,lam9,Non-MDR,0.016662516
TB-111-11446-19_S194,Lineage4,lam9,Non-MDR,0.015428811
TB-111-18660-18-138_S11,Lineage4,lam9,Non-MDR,0.016985901
TB-111-14646-18_S150,Lineage4,lam9,Non-MDR,0.017985826
TB-333-5598-19_S172,Lineage4,lam9,Non-MDR,0.017314095
TB-DNA0359_S216,Lineage4,lam9,Non-MDR,0.017314095
TB-111-8018-18_S83,Lineage4,lam9,Non-MDR,0.01733785
TB-MoldovaSeq-DNA0225-2591_S35,Lineage4,lam9,Non-MDR,0.016677693
TB-111-23887-18F_S26,Lineage4,lam9,Non-MDR,0.016047367
TB-111-898-18-138_S164,Lineage4,lam9,Non-MDR,0.017340622
TB-111-13816-18_S83,Lineage4,lam9,Non-MDR,0.017673016
TB-111-15343-19_S125,Lineage4,lam9,Non-MDR,0.015976881
TB-333-346-19_S73,Lineage4,lam9,Non-MDR,0.017940944
TB-111-3427-19-138_S27,Lineage4,lam9,Non-MDR,0.018768693
TB-333-3649-19_S147,Lineage4,lam9,Non-MDR,0.019890896
TB-444-5601-18_S188,Lineage4,lam9,Non-MDR,0.018424416
TB-222-6089-18_S135,Lineage4,lam9,Non-MDR,0.018768534
TB-333-1611-19_S57,Lineage4,lam9,Non-MDR,0.019873657
TB-111-14160-18_S69,Lineage4,lam9,Non-MDR,0.019900267
TB-111-11865-18-138_S18,Lineage4,lam9,Non-MDR,0.019900264
TB-111-10703-18_S113,Lineage4,lam9,Non-MDR,0.018579821
TB-111-9728-18_S115,Lineage4,lam9,Non-MDR,0.018579821
TB-111-15167-19_S76,Lineage4,lam9,Non-MDR,0.01897294
TB-MoldovaSeq-DNA0259-3543_S69,Lineage4,lam9,Non-MDR,0.019393469
TB-111-16547-19_S275,Lineage4,lam9,Non-MDR,0.021457379
TB-111-16523-19_S74,Lineage4,lam9,Non-MDR,0.018387234
TB-333-285-19_S118,Lineage4,lam9,Non-MDR,0.019392495
TB-111-19996-18_S162,Lineage4,lam9,Non-MDR,0.019033631
TB-111-9508-18_S93,Lineage4,lam9,Non-MDR,0.019035175
TB-222-6799-19_S241,Lineage4,lam9,Non-MDR,0.019012836
TB-111-21343-19_S137,Lineage4,lam9,Non-MDR,0.01640704
TB-222-6883-18_S59,Lineage4,lam9,MDR,0.016815952
TB-222-652-19-138_S3,Lineage4,lam9,Non-MDR,0.014666107
TB-222-2493-18-138_S60,Lineage4,lam9,Non-MDR,0.017647878
TB-111-20514-18_S35,Lineage4,lam9,Non-MDR,0.01637901
TB-222-2787-18_S60,Lineage4,lam9,Non-MDR,0.014668367
TB-222-6207-19_S239,Lineage4,lam9,Non-MDR,0.017537782
TB-MoldovaSeq-DNA0257-3510_S67,Lineage4,lam9,Non-MDR,0.017744991
TB-222-4238-18_S198,Lineage4,lam9,Non-MDR,0.016117329
TB-222-2878-19_S204,Lineage4,lam9,Non-MDR,0.017097916
TB-111-15377-19_S106,Lineage4,lam9,Non-MDR,0.017429086
TB-111-14481-19_S6,Lineage4,lam9,Non-MDR,0.017768968
TB-222-4083-18_S196,Lineage4,lam9,Non-MDR,0.01613663
TB-111-16585-18_S140,Lineage4,lam9,Non-MDR,0.017096036
TB-111-8032-19-138_S44,Lineage4,lam9,Non-MDR,0.017096036
TB-222-5611-19_S220,Lineage4,lam9,Non-MDR,0.01742912
TB-333-1857-19_S14,Lineage4,lam9,Non-MDR,0.015541491
TB-111-8951-18_S80,Lineage4,lam9,Non-MDR,0.016577619
TB-111-15320-18_S190,Lineage4,lam9,Non-MDR,0.016571236
TB-333-3333-19_S58,Lineage4,lam9,Non-MDR,0.01563119
TB-111-12918-18-138_S7,Lineage4,lam9,Non-MDR,0.016233666
TB-333-1010-19_S97,Lineage4,lam9,Non-MDR,0.016233666
TB-333-2345-19_S80,Lineage4,lam9,Non-MDR,0.016234986
TB-333-3810-19_S166,Lineage4,lam9,Non-MDR,0.01704227
TB-333-2701-19_S202,Lineage4,lam9,Non-MDR,0.017029198
TB-111-10332-18_S148,Lineage4,lam9,Non-MDR,0.019459353
TB-111-7608-18_S20,Lineage4,lam9,Non-MDR,0.018731475
TB-333-1715-19_S11,Lineage4,lam9,Non-MDR,0.014698205
TB-333-4274-19_S168,Lineage4,lam9,Non-MDR,0.019408943
TB-111-8537-19-138_S83,Lineage4,lam9,Non-MDR,0.016128512
TB-333-1232-19_S45,Lineage4,lam9,Non-MDR,0.016432531
TB-222-6984-19_S279,Lineage4,lam9,Non-MDR,0.013199079
TB-222-5476-19_S257,Lineage4,lam9,Non-MDR,0.017024883
TB-222-2042560-18_S146,Lineage4,lam9,Non-MDR,0.014578061
TB-222-4213-18_S209,Lineage4,lam9,Non-MDR,0.015149642
TB-222-527-18_S143,Lineage4,lam9,Non-MDR,0.017646665
TB-222-3395-19_S208,Lineage4,lam9,Non-MDR,0.016332978
TB-DNA0349_S206,Lineage4,lam9,Non-MDR,0.01555691
TB-MoldovaSeq-DNA0198-1967_S8,Lineage4,lam9,Non-MDR,0.015927399
TB-222-3086-19_S64,Lineage4,lam9,Non-MDR,0.016530901
TB-111-7346-18_S12,Lineage4,lam9,Non-MDR,0.014694342
TB-333-3230-19_S162,Lineage4,lam9,Non-MDR,0.015252187
TB-222-6156-18_S63,Lineage4,lam9,Non-MDR,0.015664882
TB-222-4151-18_S190,Lineage4,lam9,Non-MDR,0.014327213
TB-DNA0374_S231,Lineage4,lam9,Non-MDR,0.015476029
TB-111-3257-19_S63,Lineage4,lam9,Non-MDR,0.017180255
TB-111-15807-18_S120,Lineage4,lam9,Non-MDR,0.0182574
TB-333-1591-19_S40,Lineage4,lam9,Non-MDR,0.017907713
TB-222-782-18_S68,Lineage4,lam9,Non-MDR,0.013520343
TB-333-3728-19_S144,Lineage4,lam9,Non-MDR,0.013520343
TB-333-3076-19_S61,Lineage4,lam9,Non-MDR,0.018343045
TB-111-15192-19_S27,Lineage4,lam9,Non-MDR,0.015930473
TB-111-11527-19_S159,Lineage4,lam9,Non-MDR,0.015285558
TB-111-20370-19_S39,Lineage4,lam9,Non-MDR,0.015636057
TB-111-15839-18-138_S22,Lineage4,lam9,Non-MDR,0.021824255
TB-MoldovaSeq-DNA052-1161_S52,Lineage4,lam9,Non-MDR,0.014796976
TB-111-3907-19_S216,Lineage4,lam9,Non-MDR,0.015369364
TB-111-8022-18_S58,Lineage4,lam9,Non-MDR,0.017899482
TB-111-135-19-138_S56,Lineage4,lam9,Non-MDR,0.019670922
TB-111-5200-19-138_S31,Lineage4,lam9,Non-MDR,0.018939165
TB-MoldovaSeq-DNA0296-285_S299,Lineage4,lam9,Non-MDR,0.017530286
TB-333-4195-19_S149,Lineage4,lam9,Non-MDR,0.01754232
TB-MoldovaSeq-DNA0228-4337_S38,Lineage4,OtherLin4,Non-MDR,0.001409191
TB-222-6381-19_S151,Lineage4,OtherLin4,Non-MDR,0.001737518
TB-222-6148-19_S246,Lineage4,OtherLin4,Non-MDR,0.001721092
TB-222-6154-19_S245,Lineage4,OtherLin4,Non-MDR,0.00180931
TB-MoldovaSeq-DNA0267-4769_S77,Lineage4,t_type,Non-MDR,0.001947138
TB-111-19306-18_S129,Lineage4,t_type,Non-MDR,0.001636598
TB-111-19307-18_S31,Lineage4,t_type,Non-MDR,0.001636598
TB-111-2782-19_S8,Lineage4,t_type,Non-MDR,0.002778252
TB-111-7149-18_S173,Lineage4,t_type,Non-MDR,0.002743407
TB-222-3540-19_S175,Lineage4,t_type,Non-MDR,0.002472368
TB-111-14228-18_S17,Lineage4,t_type,Non-MDR,0.00320264
TB-111-17161-19_S118,Lineage4,t_type,Non-MDR,0.002753754
TB-MoldovaSeq-DNA060-873_S60,Lineage4,t_type,Non-MDR,0.003043842
TB-222-4846-18_S70,Lineage4,t_type,Non-MDR,0.00248786
TB-MoldovaSeq-DNA0263-4048_S73,Lineage4,t_type,Non-MDR,0.002493659
TB-222-1519-19_S176,Lineage4,t_type,Non-MDR,0.003022107
TB-111-18419-19_S59,Lineage4,t_type,Non-MDR,0.005643725
TB-333-1373-19_S35,Lineage4,t_type,Non-MDR,0.004958226
TB-444-2900-19-138_S131,Lineage4,t_type,Non-MDR,0.004957421
TB-333-1374-19_S9,Lineage4,t_type,Non-MDR,0.004957823
TB-333-3202-19_S63,Lineage4,t_type,Non-MDR,0.004957018
TB-333-3203-19_S60,Lineage4,t_type,Non-MDR,0.004957018
TB-444-3271-18_S87,Lineage4,t_type,Non-MDR,0.005330411
TB-222-5622-19_S221,Lineage4,t_type,Non-MDR,0.004869839
TB-111-21361-19_S89,Lineage4,t_type,Non-MDR,0.004960421
TB-111-19690-18_S174,Lineage4,t_type,Non-MDR,0.005754815
TB-444-3392-18_S121,Lineage4,t_type,Non-MDR,0.005748001
TB-MoldovaSeq-DNA063-1115_S63,Lineage4,t_type,Non-MDR,0.005743368
TB-222-1637-19-138_S2,Lineage4,t_type,Non-MDR,0.005248278
TB-222-4470-18_S85,Lineage4,t_type,Non-MDR,0.005756414
TB-222-4150-18_S169,Lineage4,t_type,Non-MDR,0.005873179
TB-111-19930-18_S115,Lineage4,t_type,Non-MDR,0.004894815
TB-222-123-18_S134,Lineage4,t_type,Non-MDR,0.004088387
TB-222-497-19_S11,Lineage4,t_type,Non-MDR,0.004780545
TB-333-5195-19_S52,Lineage4,t_type,Non-MDR,0.005262633
TB-111-19680-19_S148,Lineage4,t_type,Non-MDR,0.0047066
TB-111-16586-18_S111,Lineage4,t_type,Non-MDR,0.005067139
TB-111-14784-18_S148,Lineage4,t_type,Non-MDR,0.004976143
TB-111-1271-18_S284,Lineage4,t_type,Non-MDR,0.004883783
TB-111-16312-18_S157,Lineage4,t_type,Non-MDR,0.004977347
TB-111-19964-18_S8,Lineage4,t_type,Non-MDR,0.004440711
TB-111-20253-19_S70,Lineage4,t_type,Non-MDR,0.004696874
TB-333-2944-19-138_S50,Lineage4,t_type,Non-MDR,0.004485588
TB-DNA0351_S208,Lineage4,t_type,Non-MDR,0.00530962
TB-111-7003-18_S18,Lineage4,t_type,Non-MDR,0.005620978
TB-MoldovaSeq-DNA0206-2335_S16,Lineage4,t_type,Non-MDR,0.005119024
TB-MoldovaSeq-DNA0278-3928_S88,Lineage4,t_type,Non-MDR,0.005118632
TB-111-9956-18_S156,Lineage4,t_type,Non-MDR,0.005314514
TB-DNA0350_S207,Lineage4,t_type,Non-MDR,0.005413448
TB-222-2626-19_S191,Lineage4,t_type,Non-MDR,0.004965011
TB-333-3285-19_S151,Lineage4,t_type,Non-MDR,0.004996373
TB-333-3248-19_S77,Lineage4,t_type,Non-MDR,0.004996779
TB-333-3286-19_S146,Lineage4,t_type,Non-MDR,0.004996373
TB-MoldovaSeq-DNA117-1040_S118,Lineage4,t_type,Non-MDR,0.005309981
TB-MoldovaSeq-DNA177-2284_S178,Lineage4,t_type,Non-MDR,0.004850677
TB-MoldovaSeq-DNA0285-5738_S99,Lineage4,t_type,Non-MDR,0.005067763
TB-111-14741-18_S147,Lineage4,t_type,Non-MDR,0.005119008
TB-222-7059-19_S244,Lineage4,t_type,Non-MDR,0.004945658
TB-111-5570-19-138_S67,Lineage4,t_type,Non-MDR,0.003841838
TB-111-19594-18_S4,Lineage4,t_type,Non-MDR,0.005189727
TB-111-3764-19_S202,Lineage4,t_type,Non-MDR,0.005513625
TB-111-17993-18_S148,Lineage4,t_type,Non-MDR,0.005036029
TB-111-8969-18_S74,Lineage4,t_type,Non-MDR,0.006669467
TB-MoldovaSeq-DNA0203-2175_S13,Lineage4,t_type,Non-MDR,0.005696796
TB-222-5887-18_S108,Lineage4,t_type,Non-MDR,0.006837807
TB-222-1389-19_S201,Lineage4,t_type,MDR,0.005969778
TB-222-355-19_S203,Lineage4,t_type,Non-MDR,0.005970219
TB-222-3820-18_S62,Lineage4,t_type,Non-MDR,0.006430603
TB-222-2823-19_S189,Lineage4,t_type,Non-MDR,0.006129311
TB-MoldovaSeq-DNA0220-2124_S30,Lineage4,t_type,Non-MDR,0.006494882
TB-MoldovaSeq-DNA066-859_S66,Lineage4,t_type,Non-MDR,0.007062478
TB-444-5381-18_S22,Lineage4,t_type,Non-MDR,0.007201457
TB-111-1267-18_S282,Lineage4,t_type,Non-MDR,0.006925239
TB-111-11397-19_S268,Lineage4,t_type,Non-MDR,0.006925239
TB-111-17136-18_S39,Lineage4,t_type,Non-MDR,0.006925802
TB-111-1842-18-138_S157,Lineage4,t_type,Non-MDR,0.007098029
TB-MoldovaSeq-DNA0226-2590_S36,Lineage4,t_type,Non-MDR,0.007098029
TB-111-11147-18_S141,Lineage4,t_type,Non-MDR,0.007516898
TB-MoldovaSeq-DNA0315-4294_S318,Lineage4,t_type,Non-MDR,0.007378067
TB-111-19558-18_S171,Lineage4,t_type,Non-MDR,0.006969807
TB-111-6888-18_S177,Lineage4,t_type,Non-MDR,0.007239468
TB-MoldovaSeq-DNA0290-5196_S293,Lineage4,t_type,Non-MDR,0.00724061
TB-333-5559-19_S177,Lineage4,t_type,Non-MDR,0.007102921
TB-111-1046-18_S250,Lineage4,t_type,Non-MDR,0.009608975
TB-MoldovaSeq-DNA0254-3053_S64,Lineage4,t_type,Non-MDR,0.009622354
TB-111-8161-18_S62,Lineage4,t_type,Non-MDR,0.009437736
TB-111-14245-18_S137,Lineage4,t_type,Non-MDR,0.008923949
TB-111-15226-18_S151,Lineage4,t_type,Non-MDR,0.008592109
TB-111-1071-18-138_S156,Lineage4,t_type,Non-MDR,0.009076456
TB-111-18115-18_S142,Lineage4,t_type,Non-MDR,0.009253953
TB-222-4498-18_S68,Lineage4,t_type,Non-MDR,0.009569991
TB-222-6073-19_S238,Lineage4,t_type,Non-MDR,0.009757215
TB-111-17896-18_S97,Lineage4,t_type,Non-MDR,0.009575803
TB-111-14785-19_S7,Lineage4,t_type,Non-MDR,0.010136406
TB-111-18508-19_S23,Lineage4,t_type,Non-MDR,0.00904615
TB-111-15494-18_S47,Lineage4,t_type,Non-MDR,0.010060575
TB-333-3940-19-138_S56,Lineage4,t_type,Non-MDR,0.010661392
TB-111-12792-19_S217,Lineage4,t_type,Non-MDR,0.009569659
TB-333-4429-19_S183,Lineage4,t_type,Non-MDR,0.009847796
TB-MoldovaSeq-DNA009-424_S9,Lineage4,t_type,Non-MDR,0.010247793
TB-MoldovaSeq-DNA042-428_S42,Lineage4,t_type,Non-MDR,0.010247793
TB-111-1482-18-138_S159,Lineage4,t_type,Non-MDR,0.010257733
TB-111-24349-18F-138_S139,Lineage4,t_type,Non-MDR,0.010255258
TB-111-14586-18_S163,Lineage4,t_type,Non-MDR,0.010859855
TB-MoldovaSeq-DNA0256-4412_S66,Lineage4,t_type,Non-MDR,0.010264263
TB-111-10359-18_S1,Lineage4,t_type,Non-MDR,0.009697529
TB-111-20729-18_S38,Lineage4,t_type,Non-MDR,0.009340529
TB-MoldovaSeq-DNA002-694_S2,Lineage4,t_type,Non-MDR,0.00899809
TB-MoldovaSeq-DNA048-697_S48,Lineage4,t_type,Non-MDR,0.00899809
TB-444-2998-18_S32,Lineage4,t_type,Non-MDR,0.009523386
TB-444-3085-18_S209,Lineage4,t_type,Non-MDR,0.009523386
TB-111-8080-18_S75,Lineage4,t_type,Non-MDR,0.009878095
TB-111-7107-18_S182,Lineage4,t_type,Non-MDR,0.005778854
TB-MoldovaSeq-DNA0270-4875_S80,Lineage4,t_type,Non-MDR,0.007523841
TB-111-16850-19_S104,Lineage4,t_type,Non-MDR,0.007220014
TB-DNA0364_S221,Lineage4,t_type,Non-MDR,0.007220014
TB-111-13179-18_S114,Lineage4,t_type,Non-MDR,0.007349415
TB-222-4802-18_S174,Lineage4,t_type,Non-MDR,0.008063814
TB-111-19766-19_S144,Lineage4,t_type,Non-MDR,0.008375245
TB-111-7662-18_S171,Lineage4,t_type,Non-MDR,0.005567875
TB-111-850-18-138_S152,Lineage4,t_type,Non-MDR,0.007211415
TB-MoldovaSeq-DNA0320-4517_S323,Lineage4,t_type,Non-MDR,0.006542218
TB-MoldovaSeq-DNA0283-5592_S93,Lineage4,t_type,Non-MDR,0.007182868
TB-222-2595-18_S66,Lineage4,t_type,Non-MDR,0.007050821
TB-222-3914-18_S181,Lineage4,t_type,Non-MDR,0.007940569
TB-111-15395-19_S43,Lineage4,t_type,Non-MDR,0.004627849
TB-111-19377-19_S31,Lineage4,t_type,Non-MDR,0.004627477
TB-111-21360-19_S95,Lineage4,t_type,Non-MDR,0.004538579
TB-111-21435-19_S93,Lineage4,t_type,Non-MDR,0.004538579
TB-111-20898-18_S37,Lineage4,t_type,Non-MDR,0.004373725
TB-111-1102-18_S265,Lineage4,t_type,Non-MDR,0.004457166
TB-111-14211-18_S195,Lineage4,t_type,Non-MDR,0.005639725
TB-333-9111-9_S72,Lineage4,t_type,Non-MDR,0.006078459
TB-222-4615-18_S229,Lineage4,t_type,Non-MDR,0.005260132
TB-DNA0343_S200,Lineage4,t_type,Non-MDR,0.005030463
TB-111-83-18-138_S143,Lineage4,t_type,Non-MDR,0.004295089
TB-MoldovaSeq-DNA0269-4158_S79,Lineage4,t_type,Non-MDR,0.003842241
